race_name,date,circuit,driver,team,grid_position,driver_code,constructor_code,position_change,podium,circuitRef,driverRef,constructorRef,recent_driver_form,constructor_win_rate,circuit_familiarity,driver_experience,constructor_experience,grid_importance,weather_impact
United States Grand Prix,2025-10-19,Circuit of the Americas,Y. Tsunoda,RB,0,18,6,0,0,cota,unknown,rb,9.511425462459195,0.0,1.0,1.0,48,1.0,1.0
United States Grand Prix,2025-10-19,Circuit of the Americas,V. Bottas,Sauber,0,17,8,0,0,cota,unknown,sauber,9.511425462459195,0.0,1.0,1.0,837,1.0,1.0
United States Grand Prix,2025-10-19,Circuit of the Americas,Z. Guanyu,Sauber,0,19,8,0,0,cota,unknown,sauber,9.511425462459195,0.0,1.0,1.0,837,1.0,1.0
United States Grand Prix,2025-10-19,Circuit of the Americas,K. Magnussen,Haas F1 Team,0,7,3,0,0,cota,kevin_magnussen,haas,13.454545454545455,0.0,1.0,186.0,380,1.0,1.0
United States Grand Prix,2025-10-19,Circuit of the Americas,N. Hulkenberg,Haas F1 Team,0,13,3,0,0,cota,unknown,haas,9.511425462459195,0.0,1.0,1.0,380,1.0,1.0
Mexico City Grand Prix,2025-10-26,Autdromo Hermanos Rodrguez,M. Verstappen,Red Bull Racing,0,12,7,0,0,rodriguez,max_verstappen,red_bull,2.3043478260869565,0.1548223350253807,9.0,209.0,788,1.0,1.0
Mexico City Grand Prix,2025-10-26,Autdromo Hermanos Rodrguez,S. Perez,Red Bull Racing,0,16,7,0,0,rodriguez,unknown,red_bull,9.511425462459195,0.1548223350253807,1.0,1.0,788,1.0,1.0
Mexico City Grand Prix,2025-10-26,Autdromo Hermanos Rodrguez,C. Leclerc,Ferrari,0,1,2,0,0,rodriguez,unknown,ferrari,9.511425462459195,0.10209102091020911,1.0,1.0,2439,1.0,1.0
Mexico City Grand Prix,2025-10-26,Autdromo Hermanos Rodrguez,C. Sainz,Ferrari,0,2,2,0,0,rodriguez,unknown,ferrari,9.511425462459195,0.10209102091020911,1.0,1.0,2439,1.0,1.0
Mexico City Grand Prix,2025-10-26,Autdromo Hermanos Rodrguez,L. Hamilton,Mercedes,0,8,5,0,0,rodriguez,unknown,mercedes,9.511425462459195,0.19785276073619631,1.0,1.0,652,1.0,1.0
Mexico City Grand Prix,2025-10-26,Autdromo Hermanos Rodrguez,G. Russell,Mercedes,0,6,5,0,0,rodriguez,unknown,mercedes,9.511425462459195,0.19785276073619631,1.0,1.0,652,1.0,1.0
Mexico City Grand Prix,2025-10-26,Autdromo Hermanos Rodrguez,L. Norris,McLaren,0,9,4,0,0,rodriguez,unknown,mclaren,9.511425462459195,0.09620384815392616,1.0,1.0,1923,1.0,1.0
Mexico City Grand Prix,2025-10-26,Autdromo Hermanos Rodrguez,O. Piastri,McLaren,0,14,4,0,0,rodriguez,unknown,mclaren,9.511425462459195,0.09620384815392616,1.0,1.0,1923,1.0,1.0
Mexico City Grand Prix,2025-10-26,Autdromo Hermanos Rodrguez,F. Alonso,Aston Martin,0,5,1,0,0,rodriguez,unknown,aston_martin,9.511425462459195,0.0,1.0,1.0,191,1.0,1.0
Mexico City Grand Prix,2025-10-26,Autdromo Hermanos Rodrguez,L. Stroll,Aston Martin,0,11,1,0,0,rodriguez,unknown,aston_martin,9.511425462459195,0.0,1.0,1.0,191,1.0,1.0
Mexico City Grand Prix,2025-10-26,Autdromo Hermanos Rodrguez,E. Ocon,Alpine,0,4,0,0,0,rodriguez,unknown,alpine,9.511425462459195,0.005555555555555556,1.0,1.0,180,1.0,1.0
Mexico City Grand Prix,2025-10-26,Autdromo Hermanos Rodrguez,P. Gasly,Alpine,0,15,0,0,0,rodriguez,unknown,alpine,9.511425462459195,0.005555555555555556,1.0,1.0,180,1.0,1.0
Mexico City Grand Prix,2025-10-26,Autdromo Hermanos Rodrguez,A. Albon,Williams,0,0,9,0,0,rodriguez,unknown,williams,9.511425462459195,0.06801909307875895,1.0,1.0,1676,1.0,1.0
Mexico City Grand Prix,2025-10-26,Autdromo Hermanos Rodrguez,L. Sargeant,Williams,0,10,9,0,0,rodriguez,unknown,williams,9.511425462459195,0.06801909307875895,1.0,1.0,1676,1.0,1.0
Mexico City Grand Prix,2025-10-26,Autdromo Hermanos Rodrguez,D. Ricciardo,RB,0,3,6,0,0,rodriguez,unknown,rb,9.511425462459195,0.0,1.0,1.0,48,1.0,1.0
Mexico City Grand Prix,2025-10-26,Autdromo Hermanos Rodrguez,Y. Tsunoda,RB,0,18,6,0,0,rodriguez,unknown,rb,9.511425462459195,0.0,1.0,1.0,48,1.0,1.0
Mexico City Grand Prix,2025-10-26,Autdromo Hermanos Rodrguez,V. Bottas,Sauber,0,17,8,0,0,rodriguez,unknown,sauber,9.511425462459195,0.0,1.0,1.0,837,1.0,1.0
Mexico City Grand Prix,2025-10-26,Autdromo Hermanos Rodrguez,Z. Guanyu,Sauber,0,19,8,0,0,rodriguez,unknown,sauber,9.511425462459195,0.0,1.0,1.0,837,1.0,1.0
Mexico City Grand Prix,2025-10-26,Autdromo Hermanos Rodrguez,K. Magnussen,Haas F1 Team,0,7,3,0,0,rodriguez,kevin_magnussen,haas,13.454545454545455,0.0,7.0,186.0,380,1.0,1.0
Mexico City Grand Prix,2025-10-26,Autdromo Hermanos Rodrguez,N. Hulkenberg,Haas F1 Team,0,13,3,0,0,rodriguez,unknown,haas,9.511425462459195,0.0,1.0,1.0,380,1.0,1.0
So Paulo Grand Prix,2025-11-09,Autdromo Jos Carlos Pace,M. Verstappen,Red Bull Racing,0,12,7,0,0,interlagos,max_verstappen,red_bull,2.3043478260869565,0.1548223350253807,9.0,209.0,788,1.0,1.0
So Paulo Grand Prix,2025-11-09,Autdromo Jos Carlos Pace,S. Perez,Red Bull Racing,0,16,7,0,0,interlagos,unknown,red_bull,9.511425462459195,0.1548223350253807,1.0,1.0,788,1.0,1.0
So Paulo Grand Prix,2025-11-09,Autdromo Jos Carlos Pace,C. Leclerc,Ferrari,0,1,2,0,0,interlagos,unknown,ferrari,9.511425462459195,0.10209102091020911,1.0,1.0,2439,1.0,1.0
So Paulo Grand Prix,2025-11-09,Autdromo Jos Carlos Pace,C. Sainz,Ferrari,0,2,2,0,0,interlagos,unknown,ferrari,9.511425462459195,0.10209102091020911,1.0,1.0,2439,1.0,1.0
So Paulo Grand Prix,2025-11-09,Autdromo Jos Carlos Pace,L. Hamilton,Mercedes,0,8,5,0,0,interlagos,unknown,mercedes,9.511425462459195,0.19785276073619631,1.0,1.0,652,1.0,1.0
So Paulo Grand Prix,2025-11-09,Autdromo Jos Carlos Pace,G. Russell,Mercedes,0,6,5,0,0,interlagos,unknown,mercedes,9.511425462459195,0.19785276073619631,1.0,1.0,652,1.0,1.0
So Paulo Grand Prix,2025-11-09,Autdromo Jos Carlos Pace,L. Norris,McLaren,0,9,4,0,0,interlagos,unknown,mclaren,9.511425462459195,0.09620384815392616,1.0,1.0,1923,1.0,1.0
So Paulo Grand Prix,2025-11-09,Autdromo Jos Carlos Pace,O. Piastri,McLaren,0,14,4,0,0,interlagos,unknown,mclaren,9.511425462459195,0.09620384815392616,1.0,1.0,1923,1.0,1.0
So Paulo Grand Prix,2025-11-09,Autdromo Jos Carlos Pace,F. Alonso,Aston Martin,0,5,1,0,0,interlagos,unknown,aston_martin,9.511425462459195,0.0,1.0,1.0,191,1.0,1.0
So Paulo Grand Prix,2025-11-09,Autdromo Jos Carlos Pace,L. Stroll,Aston Martin,0,11,1,0,0,interlagos,unknown,aston_martin,9.511425462459195,0.0,1.0,1.0,191,1.0,1.0
So Paulo Grand Prix,2025-11-09,Autdromo Jos Carlos Pace,E. Ocon,Alpine,0,4,0,0,0,interlagos,unknown,alpine,9.511425462459195,0.005555555555555556,1.0,1.0,180,1.0,1.0
So Paulo Grand Prix,2025-11-09,Autdromo Jos Carlos Pace,P. Gasly,Alpine,0,15,0,0,0,interlagos,unknown,alpine,9.511425462459195,0.005555555555555556,1.0,1.0,180,1.0,1.0
So Paulo Grand Prix,2025-11-09,Autdromo Jos Carlos Pace,A. Albon,Williams,0,0,9,0,0,interlagos,unknown,williams,9.511425462459195,0.06801909307875895,1.0,1.0,1676,1.0,1.0
So Paulo Grand Prix,2025-11-09,Autdromo Jos Carlos Pace,L. Sargeant,Williams,0,10,9,0,0,interlagos,unknown,williams,9.511425462459195,0.06801909307875895,1.0,1.0,1676,1.0,1.0
So Paulo Grand Prix,2025-11-09,Autdromo Jos Carlos Pace,D. Ricciardo,RB,0,3,6,0,0,interlagos,unknown,rb,9.511425462459195,0.0,1.0,1.0,48,1.0,1.0
So Paulo Grand Prix,2025-11-09,Autdromo Jos Carlos Pace,Y. Tsunoda,RB,0,18,6,0,0,interlagos,unknown,rb,9.511425462459195,0.0,1.0,1.0,48,1.0,1.0
So Paulo Grand Prix,2025-11-09,Autdromo Jos Carlos Pace,V. Bottas,Sauber,0,17,8,0,0,interlagos,unknown,sauber,9.511425462459195,0.0,1.0,1.0,837,1.0,1.0
So Paulo Grand Prix,2025-11-09,Autdromo Jos Carlos Pace,Z. Guanyu,Sauber,0,19,8,0,0,interlagos,unknown,sauber,9.511425462459195,0.0,1.0,1.0,837,1.0,1.0
So Paulo Grand Prix,2025-11-09,Autdromo Jos Carlos Pace,K. Magnussen,Haas F1 Team,0,7,3,0,0,interlagos,kevin_magnussen,haas,13.454545454545455,0.0,7.0,186.0,380,1.0,1.0
So Paulo Grand Prix,2025-11-09,Autdromo Jos Carlos Pace,N. Hulkenberg,Haas F1 Team,0,13,3,0,0,interlagos,unknown,haas,9.511425462459195,0.0,1.0,1.0,380,1.0,1.0
Las Vegas Grand Prix,2025-11-22,Las Vegas Street Circuit,M. Verstappen,Red Bull Racing,0,12,7,0,0,las_vegas,max_verstappen,red_bull,2.3043478260869565,0.1548223350253807,1.0,209.0,788,1.0,1.0
Las Vegas Grand Prix,2025-11-22,Las Vegas Street Circuit,S. Perez,Red Bull Racing,0,16,7,0,0,las_vegas,unknown,red_bull,9.511425462459195,0.1548223350253807,1.0,1.0,788,1.0,1.0
Las Vegas Grand Prix,2025-11-22,Las Vegas Street Circuit,C. Leclerc,Ferrari,0,1,2,0,0,las_vegas,unknown,ferrari,9.511425462459195,0.10209102091020911,1.0,1.0,2439,1.0,1.0
Las Vegas Grand Prix,2025-11-22,Las Vegas Street Circuit,C. Sainz,Ferrari,0,2,2,0,0,las_vegas,unknown,ferrari,9.511425462459195,0.10209102091020911,1.0,1.0,2439,1.0,1.0
Las Vegas Grand Prix,2025-11-22,Las Vegas Street Circuit,L. Hamilton,Mercedes,0,8,5,0,0,las_vegas,unknown,mercedes,9.511425462459195,0.19785276073619631,1.0,1.0,652,1.0,1.0
Las Vegas Grand Prix,2025-11-22,Las Vegas Street Circuit,G. Russell,Mercedes,0,6,5,0,0,las_vegas,unknown,mercedes,9.511425462459195,0.19785276073619631,1.0,1.0,652,1.0,1.0
Las Vegas Grand Prix,2025-11-22,Las Vegas Street Circuit,L. Norris,McLaren,0,9,4,0,0,las_vegas,unknown,mclaren,9.511425462459195,0.09620384815392616,1.0,1.0,1923,1.0,1.0
Las Vegas Grand Prix,2025-11-22,Las Vegas Street Circuit,O. Piastri,McLaren,0,14,4,0,0,las_vegas,unknown,mclaren,9.511425462459195,0.09620384815392616,1.0,1.0,1923,1.0,1.0
Las Vegas Grand Prix,2025-11-22,Las Vegas Street Circuit,F. Alonso,Aston Martin,0,5,1,0,0,las_vegas,unknown,aston_martin,9.511425462459195,0.0,1.0,1.0,191,1.0,1.0
Las Vegas Grand Prix,2025-11-22,Las Vegas Street Circuit,L. Stroll,Aston Martin,0,11,1,0,0,las_vegas,unknown,aston_martin,9.511425462459195,0.0,1.0,1.0,191,1.0,1.0
Las Vegas Grand Prix,2025-11-22,Las Vegas Street Circuit,E. Ocon,Alpine,0,4,0,0,0,las_vegas,unknown,alpine,9.511425462459195,0.005555555555555556,1.0,1.0,180,1.0,1.0
Las Vegas Grand Prix,2025-11-22,Las Vegas Street Circuit,P. Gasly,Alpine,0,15,0,0,0,las_vegas,unknown,alpine,9.511425462459195,0.005555555555555556,1.0,1.0,180,1.0,1.0
Las Vegas Grand Prix,2025-11-22,Las Vegas Street Circuit,A. Albon,Williams,0,0,9,0,0,las_vegas,unknown,williams,9.511425462459195,0.06801909307875895,1.0,1.0,1676,1.0,1.0
Las Vegas Grand Prix,2025-11-22,Las Vegas Street Circuit,L. Sargeant,Williams,0,10,9,0,0,las_vegas,unknown,williams,9.511425462459195,0.06801909307875895,1.0,1.0,1676,1.0,1.0
Las Vegas Grand Prix,2025-11-22,Las Vegas Street Circuit,D. Ricciardo,RB,0,3,6,0,0,las_vegas,unknown,rb,9.511425462459195,0.0,1.0,1.0,48,1.0,1.0
Las Vegas Grand Prix,2025-11-22,Las Vegas Street Circuit,Y. Tsunoda,RB,0,18,6,0,0,las_vegas,unknown,rb,9.511425462459195,0.0,1.0,1.0,48,1.0,1.0
Las Vegas Grand Prix,2025-11-22,Las Vegas Street Circuit,V. Bottas,Sauber,0,17,8,0,0,las_vegas,unknown,sauber,9.511425462459195,0.0,1.0,1.0,837,1.0,1.0
Las Vegas Grand Prix,2025-11-22,Las Vegas Street Circuit,Z. Guanyu,Sauber,0,19,8,0,0,las_vegas,unknown,sauber,9.511425462459195,0.0,1.0,1.0,837,1.0,1.0
Las Vegas Grand Prix,2025-11-22,Las Vegas Street Circuit,K. Magnussen,Haas F1 Team,0,7,3,0,0,las_vegas,kevin_magnussen,haas,13.454545454545455,0.0,1.0,186.0,380,1.0,1.0
Las Vegas Grand Prix,2025-11-22,Las Vegas Street Circuit,N. Hulkenberg,Haas F1 Team,0,13,3,0,0,las_vegas,unknown,haas,9.511425462459195,0.0,1.0,1.0,380,1.0,1.0
Qatar Grand Prix,2025-11-30,Lusail International Circuit,M. Verstappen,Red Bull Racing,0,12,7,0,0,losail,max_verstappen,red_bull,2.3043478260869565,0.1548223350253807,3.0,209.0,788,1.0,1.0
Qatar Grand Prix,2025-11-30,Lusail International Circuit,S. Perez,Red Bull Racing,0,16,7,0,0,losail,unknown,red_bull,9.511425462459195,0.1548223350253807,1.0,1.0,788,1.0,1.0
Qatar Grand Prix,2025-11-30,Lusail International Circuit,C. Leclerc,Ferrari,0,1,2,0,0,losail,unknown,ferrari,9.511425462459195,0.10209102091020911,1.0,1.0,2439,1.0,1.0
Qatar Grand Prix,2025-11-30,Lusail International Circuit,C. Sainz,Ferrari,0,2,2,0,0,losail,unknown,ferrari,9.511425462459195,0.10209102091020911,1.0,1.0,2439,1.0,1.0
Qatar Grand Prix,2025-11-30,Lusail International Circuit,L. Hamilton,Mercedes,0,8,5,0,0,losail,unknown,mercedes,9.511425462459195,0.19785276073619631,1.0,1.0,652,1.0,1.0
Qatar Grand Prix,2025-11-30,Lusail International Circuit,G. Russell,Mercedes,0,6,5,0,0,losail,unknown,mercedes,9.511425462459195,0.19785276073619631,1.0,1.0,652,1.0,1.0
Qatar Grand Prix,2025-11-30,Lusail International Circuit,L. Norris,McLaren,0,9,4,0,0,losail,unknown,mclaren,9.511425462459195,0.09620384815392616,1.0,1.0,1923,1.0,1.0
Qatar Grand Prix,2025-11-30,Lusail International Circuit,O. Piastri,McLaren,0,14,4,0,0,losail,unknown,mclaren,9.511425462459195,0.09620384815392616,1.0,1.0,1923,1.0,1.0
Qatar Grand Prix,2025-11-30,Lusail International Circuit,F. Alonso,Aston Martin,0,5,1,0,0,losail,unknown,aston_martin,9.511425462459195,0.0,1.0,1.0,191,1.0,1.0
Qatar Grand Prix,2025-11-30,Lusail International Circuit,L. Stroll,Aston Martin,0,11,1,0,0,losail,unknown,aston_martin,9.511425462459195,0.0,1.0,1.0,191,1.0,1.0
Qatar Grand Prix,2025-11-30,Lusail International Circuit,E. Ocon,Alpine,0,4,0,0,0,losail,unknown,alpine,9.511425462459195,0.005555555555555556,1.0,1.0,180,1.0,1.0
Qatar Grand Prix,2025-11-30,Lusail International Circuit,P. Gasly,Alpine,0,15,0,0,0,losail,unknown,alpine,9.511425462459195,0.005555555555555556,1.0,1.0,180,1.0,1.0
Qatar Grand Prix,2025-11-30,Lusail International Circuit,A. Albon,Williams,0,0,9,0,0,losail,unknown,williams,9.511425462459195,0.06801909307875895,1.0,1.0,1676,1.0,1.0
Qatar Grand Prix,2025-11-30,Lusail International Circuit,L. Sargeant,Williams,0,10,9,0,0,losail,unknown,williams,9.511425462459195,0.06801909307875895,1.0,1.0,1676,1.0,1.0
Qatar Grand Prix,2025-11-30,Lusail International Circuit,D. Ricciardo,RB,0,3,6,0,0,losail,unknown,rb,9.511425462459195,0.0,1.0,1.0,48,1.0,1.0
Qatar Grand Prix,2025-11-30,Lusail International Circuit,Y. Tsunoda,RB,0,18,6,0,0,losail,unknown,rb,9.511425462459195,0.0,1.0,1.0,48,1.0,1.0
Qatar Grand Prix,2025-11-30,Lusail International Circuit,V. Bottas,Sauber,0,17,8,0,0,losail,unknown,sauber,9.511425462459195,0.0,1.0,1.0,837,1.0,1.0
Qatar Grand Prix,2025-11-30,Lusail International Circuit,Z. Guanyu,Sauber,0,19,8,0,0,losail,unknown,sauber,9.511425462459195,0.0,1.0,1.0,837,1.0,1.0
Qatar Grand Prix,2025-11-30,Lusail International Circuit,K. Magnussen,Haas F1 Team,0,7,3,0,0,losail,kevin_magnussen,haas,13.454545454545455,0.0,2.0,186.0,380,1.0,1.0
Qatar Grand Prix,2025-11-30,Lusail International Circuit,N. Hulkenberg,Haas F1 Team,0,13,3,0,0,losail,unknown,haas,9.511425462459195,0.0,1.0,1.0,380,1.0,1.0
Abu Dhabi Grand Prix,2025-12-07,Yas Marina Circuit,M. Verstappen,Red Bull Racing,0,12,7,0,0,yas_marina,max_verstappen,red_bull,2.3043478260869565,0.1548223350253807,10.0,209.0,788,1.0,1.0
Abu Dhabi Grand Prix,2025-12-07,Yas Marina Circuit,S. Perez,Red Bull Racing,0,16,7,0,0,yas_marina,unknown,red_bull,9.511425462459195,0.1548223350253807,1.0,1.0,788,1.0,1.0
Abu Dhabi Grand Prix,2025-12-07,Yas Marina Circuit,C. Leclerc,Ferrari,0,1,2,0,0,yas_marina,unknown,ferrari,9.511425462459195,0.10209102091020911,1.0,1.0,2439,1.0,1.0
Abu Dhabi Grand Prix,2025-12-07,Yas Marina Circuit,C. Sainz,Ferrari,0,2,2,0,0,yas_marina,unknown,ferrari,9.511425462459195,0.10209102091020911,1.0,1.0,2439,1.0,1.0
Abu Dhabi Grand Prix,2025-12-07,Yas Marina Circuit,L. Hamilton,Mercedes,0,8,5,0,0,yas_marina,unknown,mercedes,9.511425462459195,0.19785276073619631,1.0,1.0,652,1.0,1.0
Abu Dhabi Grand Prix,2025-12-07,Yas Marina Circuit,G. Russell,Mercedes,0,6,5,0,0,yas_marina,unknown,mercedes,9.511425462459195,0.19785276073619631,1.0,1.0,652,1.0,1.0
Abu Dhabi Grand Prix,2025-12-07,Yas Marina Circuit,L. Norris,McLaren,0,9,4,0,0,yas_marina,unknown,mclaren,9.511425462459195,0.09620384815392616,1.0,1.0,1923,1.0,1.0
Abu Dhabi Grand Prix,2025-12-07,Yas Marina Circuit,O. Piastri,McLaren,0,14,4,0,0,yas_marina,unknown,mclaren,9.511425462459195,0.09620384815392616,1.0,1.0,1923,1.0,1.0
Abu Dhabi Grand Prix,2025-12-07,Yas Marina Circuit,F. Alonso,Aston Martin,0,5,1,0,0,yas_marina,unknown,aston_martin,9.511425462459195,0.0,1.0,1.0,191,1.0,1.0
Abu Dhabi Grand Prix,2025-12-07,Yas Marina Circuit,L. Stroll,Aston Martin,0,11,1,0,0,yas_marina,unknown,aston_martin,9.511425462459195,0.0,1.0,1.0,191,1.0,1.0
Abu Dhabi Grand Prix,2025-12-07,Yas Marina Circuit,E. Ocon,Alpine,0,4,0,0,0,yas_marina,unknown,alpine,9.511425462459195,0.005555555555555556,1.0,1.0,180,1.0,1.0
Abu Dhabi Grand Prix,2025-12-07,Yas Marina Circuit,P. Gasly,Alpine,0,15,0,0,0,yas_marina,unknown,alpine,9.511425462459195,0.005555555555555556,1.0,1.0,180,1.0,1.0
Abu Dhabi Grand Prix,2025-12-07,Yas Marina Circuit,A. Albon,Williams,0,0,9,0,0,yas_marina,unknown,williams,9.511425462459195,0.06801909307875895,1.0,1.0,1676,1.0,1.0
Abu Dhabi Grand Prix,2025-12-07,Yas Marina Circuit,L. Sargeant,Williams,0,10,9,0,0,yas_marina,unknown,williams,9.511425462459195,0.06801909307875895,1.0,1.0,1676,1.0,1.0
Abu Dhabi Grand Prix,2025-12-07,Yas Marina Circuit,D. Ricciardo,RB,0,3,6,0,0,yas_marina,unknown,rb,9.511425462459195,0.0,1.0,1.0,48,1.0,1.0
Abu Dhabi Grand Prix,2025-12-07,Yas Marina Circuit,Y. Tsunoda,RB,0,18,6,0,0,yas_marina,unknown,rb,9.511425462459195,0.0,1.0,1.0,48,1.0,1.0
Abu Dhabi Grand Prix,2025-12-07,Yas Marina Circuit,V. Bottas,Sauber,0,17,8,0,0,yas_marina,unknown,sauber,9.511425462459195,0.0,1.0,1.0,837,1.0,1.0
Abu Dhabi Grand Prix,2025-12-07,Yas Marina Circuit,Z. Guanyu,Sauber,0,19,8,0,0,yas_marina,unknown,sauber,9.511425462459195,0.0,1.0,1.0,837,1.0,1.0
Abu Dhabi Grand Prix,2025-12-07,Yas Marina Circuit,K. Magnussen,Haas F1 Team,0,7,3,0,0,yas_marina,kevin_magnussen,haas,13.454545454545455,0.0,9.0,186.0,380,1.0,1.0
Abu Dhabi Grand Prix,2025-12-07,Yas Marina Circuit,N. Hulkenberg,Haas F1 Team,0,13,3,0,0,yas_marina,unknown,haas,9.511425462459195,0.0,1.0,1.0,380,1.0,1.0
